---- Model: lstm_run_3_larm ----
Train Losses:
Epoch 1: 0.04669220373034477
Epoch 2: 0.03276108205318451
Epoch 3: 0.020019501447677612
Epoch 4: 0.015568053349852562
Epoch 5: 0.008261234499514103
Epoch 6: 0.012982796877622604
Epoch 7: 0.009725811891257763
Epoch 8: 0.012075716629624367
Epoch 9: 0.007010181434452534
Epoch 10: 0.0053210328333079815
Epoch 11: 0.007135455030947924
Epoch 12: 0.007302356418222189
Epoch 13: 0.006776915863156319
Epoch 14: 0.004795960150659084
Epoch 15: 0.00763467513024807
Epoch 16: 0.00520684290677309
Epoch 17: 0.005629927851259708
Epoch 18: 0.0071178930811584
Epoch 19: 0.006042055319994688
Epoch 20: 0.003392937360331416
Epoch 21: 0.00529374647885561
Epoch 22: 0.005022121127694845
Epoch 23: 0.0058274343609809875
Epoch 24: 0.0035397897008806467
Epoch 25: 0.0036775730550289154
Epoch 26: 0.0043117026798427105
Epoch 27: 0.005385125987231731
Epoch 28: 0.0036645331420004368
Epoch 29: 0.003860964672639966
Epoch 30: 0.002844670321792364
Epoch 31: 0.0037846416234970093
Epoch 32: 0.0029791267588734627
Epoch 33: 0.0032455550972372293
Epoch 34: 0.0027689416892826557
Epoch 35: 0.0031185902189463377
Epoch 36: 0.003935631830245256
Epoch 37: 0.0032351783011108637
Epoch 38: 0.0040435162372887135
Epoch 39: 0.0038481412921100855
Epoch 40: 0.003461364423856139
Epoch 41: 0.0025517866015434265
Epoch 42: 0.0037527780514210463
Epoch 43: 0.003180523868650198
Epoch 44: 0.00430322764441371
Epoch 45: 0.0033132354728877544
Epoch 46: 0.0018991136457771063
Epoch 47: 0.0026607827749103308
Epoch 48: 0.0030370161402970552
Epoch 49: 0.002290416741743684
Epoch 50: 0.0021454975940287113
Validation Losses:
Epoch 1: 0.04383802000870151
Epoch 2: 0.03961795903607176
Epoch 3: 0.02508085640879323
Epoch 4: 0.015158101393781521
Epoch 5: 0.012390243285926826
Epoch 6: 0.01087032318421546
Epoch 7: 0.010522659063933838
Epoch 8: 0.009740818113971506
Epoch 9: 0.008881009897800498
Epoch 10: 0.007714400237973469
Epoch 11: 0.007203060828437612
Epoch 12: 0.007254603172471114
Epoch 13: 0.006467772754159234
Epoch 14: 0.006332820587698032
Epoch 15: 0.006480818583957734
Epoch 16: 0.006114476853632509
Epoch 17: 0.00571162817817285
Epoch 18: 0.005222354461512153
Epoch 19: 0.005501996176238504
Epoch 20: 0.005070931855881949
Epoch 21: 0.004925854926413103
Epoch 22: 0.004948260885930227
Epoch 23: 0.004499444672713977
Epoch 24: 0.005080574666214105
Epoch 25: 0.00500193333473989
Epoch 26: 0.004532005862550227
Epoch 27: 0.0044653106682416965
Epoch 28: 0.0041291668857397126
Epoch 29: 0.004188034012283062
Epoch 30: 0.004150198269162458
Epoch 31: 0.004553247428980027
Epoch 32: 0.0040989793705311405
Epoch 33: 0.003926390715556032
Epoch 34: 0.003982408455333153
Epoch 35: 0.0039013328668103973
Epoch 36: 0.003765676125823244
Epoch 37: 0.003994333726143354
Epoch 38: 0.0036563477569013076
Epoch 39: 0.003975843141326161
Epoch 40: 0.0036778702350511263
Epoch 41: 0.003808089025755567
Epoch 42: 0.00361664182964843
Epoch 43: 0.003545237287029876
Epoch 44: 0.003627140069900682
Epoch 45: 0.0034669283659230048
Epoch 46: 0.00333293177274156
Epoch 47: 0.0035620067415572027
Epoch 48: 0.0033131438659947756
Epoch 49: 0.003295544442296154
Epoch 50: 0.0034475640575103057

SVM Test Accuracy: 95.25%
