---- Model: uni_lstm_run_1 ----
Train Losses:
Epoch 1: 0.02873852849006653
Epoch 2: 0.029380496591329575
Epoch 3: 0.012507617473602295
Epoch 4: 0.012388085946440697
Epoch 5: 0.006643099710345268
Epoch 6: 0.01006860937923193
Epoch 7: 0.009033207781612873
Epoch 8: 0.004625929985195398
Epoch 9: 0.00467555969953537
Epoch 10: 0.004229742102324963
Epoch 11: 0.004036672413349152
Epoch 12: 0.00455109030008316
Epoch 13: 0.0028304229490458965
Epoch 14: 0.004313890356570482
Epoch 15: 0.003831572365015745
Epoch 16: 0.0030935953836888075
Epoch 17: 0.0035487045533955097
Epoch 18: 0.002111447509378195
Epoch 19: 0.0034201100934296846
Epoch 20: 0.004013672936707735
Epoch 21: 0.003031959291547537
Epoch 22: 0.0055256676860153675
Epoch 23: 0.0032355766743421555
Epoch 24: 0.0019101129146292806
Epoch 25: 0.002407014835625887
Epoch 26: 0.0025676500517874956
Epoch 27: 0.0025584313552826643
Epoch 28: 0.0023868137504905462
Epoch 29: 0.002948747482150793
Epoch 30: 0.002340618520975113
Epoch 31: 0.0027517233975231647
Epoch 32: 0.002137575065717101
Epoch 33: 0.0018707788549363613
Epoch 34: 0.0019838635344058275
Epoch 35: 0.002095721662044525
Epoch 36: 0.0021314385812729597
Epoch 37: 0.002323665888980031
Epoch 38: 0.0015686530387029052
Epoch 39: 0.0027202139608561993
Epoch 40: 0.0024900638964027166
Epoch 41: 0.00346029968932271
Epoch 42: 0.002162323100492358
Epoch 43: 0.001752748154103756
Epoch 44: 0.0019938345067203045
Epoch 45: 0.0017548813484609127
Epoch 46: 0.001356005435809493
Epoch 47: 0.0012318278895691037
Epoch 48: 0.0018936158157885075
Epoch 49: 0.0021854203660041094
Epoch 50: 0.001628463389351964
Validation Losses:
Epoch 1: 0.028850668149710136
Epoch 2: 0.025440703052266093
Epoch 3: 0.012472304024079731
Epoch 4: 0.009382372958878298
Epoch 5: 0.008333978497784425
Epoch 6: 0.007981387287594859
Epoch 7: 0.006686273600642217
Epoch 8: 0.005974057906194777
Epoch 9: 0.005553304433457208
Epoch 10: 0.005322776355025283
Epoch 11: 0.004871523397281888
Epoch 12: 0.004490898883174919
Epoch 13: 0.004301155337913268
Epoch 14: 0.003940988790927341
Epoch 15: 0.00420515401945276
Epoch 16: 0.00383543247144693
Epoch 17: 0.003580796937724672
Epoch 18: 0.00361744064197357
Epoch 19: 0.003282614322133924
Epoch 20: 0.003477810919885401
Epoch 21: 0.003218007049388798
Epoch 22: 0.0031408015177580954
Epoch 23: 0.0029881659262457508
Epoch 24: 0.0028501507592684403
Epoch 25: 0.002767105065125441
Epoch 26: 0.0026808245023788647
Epoch 27: 0.0026283706453790402
Epoch 28: 0.002716810081313135
Epoch 29: 0.0025218231220738956
Epoch 30: 0.0024617494036994203
Epoch 31: 0.002362356535569307
Epoch 32: 0.0025684435838760704
Epoch 33: 0.002446831884513948
Epoch 34: 0.0023970922468302875
Epoch 35: 0.0022708195416877666
Epoch 36: 0.002321321699729394
Epoch 37: 0.0022268294389330046
Epoch 38: 0.0022789436404328524
Epoch 39: 0.0021274623054618543
Epoch 40: 0.0021191530511608784
Epoch 41: 0.0021108298325195544
Epoch 42: 0.0020142799681289415
Epoch 43: 0.0019604790121313526
Epoch 44: 0.0020084131059053267
Epoch 45: 0.001938240194788793
Epoch 46: 0.00201586402062797
Epoch 47: 0.0018473582791222038
Epoch 48: 0.0019089067185620737
Epoch 49: 0.0018289073772828257
Epoch 50: 0.0020751676690949974

SVM Test Accuracy: 91.19%
