s---- Model: lstm_run_5_rarm ----
Train Losses:
Epoch 1: 0.03495524078607559
Epoch 2: 0.020617062225937843
Epoch 3: 0.019984440878033638
Epoch 4: 0.01127614639699459
Epoch 5: 0.012439096346497536
Epoch 6: 0.015771951526403427
Epoch 7: 0.010051523335278034
Epoch 8: 0.011236012913286686
Epoch 9: 0.009226089343428612
Epoch 10: 0.009809188544750214
Epoch 11: 0.01140896137803793
Epoch 12: 0.009100966155529022
Epoch 13: 0.006192166358232498
Epoch 14: 0.007538321428000927
Epoch 15: 0.009131311438977718
Epoch 16: 0.005842934362590313
Epoch 17: 0.006912890821695328
Epoch 18: 0.007071041967719793
Epoch 19: 0.006531376391649246
Epoch 20: 0.00837343093007803
Epoch 21: 0.006515008397400379
Epoch 22: 0.006254967302083969
Epoch 23: 0.005144375842064619
Epoch 24: 0.005007906351238489
Epoch 25: 0.005708042532205582
Epoch 26: 0.006577531341463327
Epoch 27: 0.005650998558849096
Epoch 28: 0.006333840079605579
Epoch 29: 0.0061327931471168995
Epoch 30: 0.006813892163336277
Epoch 31: 0.004646684043109417
Epoch 32: 0.00540086580440402
Epoch 33: 0.004769781604409218
Epoch 34: 0.005064512137323618
Epoch 35: 0.004247948527336121
Epoch 36: 0.003637542948126793
Epoch 37: 0.005231198389083147
Epoch 38: 0.004074748605489731
Epoch 39: 0.005062264855951071
Epoch 40: 0.00532933697104454
Epoch 41: 0.00523354159668088
Epoch 42: 0.004202349577099085
Epoch 43: 0.004455439280718565
Epoch 44: 0.007581274025142193
Epoch 45: 0.004115961492061615
Epoch 46: 0.0051750740967690945
Epoch 47: 0.00416010245680809
Epoch 48: 0.005013918969780207
Epoch 49: 0.00605749012902379
Epoch 50: 0.005482426844537258
Validation Losses:
Epoch 1: 0.0417694493745569
Epoch 2: 0.021790755568269156
Epoch 3: 0.01898900238048634
Epoch 4: 0.014993103041547122
Epoch 5: 0.012929158231800596
Epoch 6: 0.011366433099902649
Epoch 7: 0.010248737122717221
Epoch 8: 0.010236909309137624
Epoch 9: 0.009386611334259236
Epoch 10: 0.008554312189495095
Epoch 11: 0.00870988191727245
Epoch 12: 0.007518713525426082
Epoch 13: 0.00751367131068042
Epoch 14: 0.006931605217049849
Epoch 15: 0.007515305147317781
Epoch 16: 0.0070826349301640725
Epoch 17: 0.006829597772552078
Epoch 18: 0.00619626254816835
Epoch 19: 0.006362711440693036
Epoch 20: 0.006371495250635006
Epoch 21: 0.00603632814113017
Epoch 22: 0.006066554661254959
Epoch 23: 0.005765854746519709
Epoch 24: 0.0056710968100750015
Epoch 25: 0.005774935563108982
Epoch 26: 0.00574391907632486
Epoch 27: 0.005873376342082492
Epoch 28: 0.0053985788987730024
Epoch 29: 0.005481223645831073
Epoch 30: 0.005226396191358746
Epoch 31: 0.005089262775018856
Epoch 32: 0.005158965514685812
Epoch 33: 0.004977612945270863
Epoch 34: 0.0048939163126951795
Epoch 35: 0.004904795826055402
Epoch 36: 0.004897566781776009
Epoch 37: 0.004720320402056519
Epoch 38: 0.004823030129333907
Epoch 39: 0.004581410924304738
Epoch 40: 0.004608420292731498
Epoch 41: 0.005437178693689248
Epoch 42: 0.004506851212765875
Epoch 43: 0.004422929797749235
Epoch 44: 0.0046731984481958285
Epoch 45: 0.004414974703957127
Epoch 46: 0.004429239796311384
Epoch 47: 0.004317787316630614
Epoch 48: 0.0044019169026417405
Epoch 49: 0.004276487620946954
Epoch 50: 0.004605009176366009

SVM Test Accuracy: 96.31%
