---- Model: 1CNN_1LSTM_UD_Larm ----
Train Losses:
Epoch 1: 0.04032439738512039
Epoch 2: 0.029840823262929916
Epoch 3: 0.01816495507955551
Epoch 4: 0.015422659926116467
Epoch 5: 0.012313742190599442
Epoch 6: 0.017085667699575424
Epoch 7: 0.011377190239727497
Epoch 8: 0.01623009517788887
Epoch 9: 0.013131343759596348
Epoch 10: 0.011402362957596779
Epoch 11: 0.008954078890383244
Epoch 12: 0.01096486859023571
Epoch 13: 0.011857661418616772
Epoch 14: 0.009902426972985268
Epoch 15: 0.01213526539504528
Epoch 16: 0.008837923407554626
Epoch 17: 0.014635696075856686
Epoch 18: 0.00785837136209011
Epoch 19: 0.008276812732219696
Epoch 20: 0.007228352595120668
Epoch 21: 0.010296632535755634
Epoch 22: 0.00973918940871954
Epoch 23: 0.009117348119616508
Epoch 24: 0.010214392095804214
Epoch 25: 0.007364066783338785
Epoch 26: 0.008076840080320835
Epoch 27: 0.010052486322820187
Epoch 28: 0.006536463741213083
Epoch 29: 0.009557773359119892
Epoch 30: 0.009471764788031578
Epoch 31: 0.008160548284649849
Epoch 32: 0.0071463738568127155
Epoch 33: 0.00812077522277832
Epoch 34: 0.007700332440435886
Epoch 35: 0.0061159078031778336
Epoch 36: 0.005307971965521574
Epoch 37: 0.007797692436724901
Epoch 38: 0.005247209221124649
Epoch 39: 0.005145982839167118
Epoch 40: 0.009179456159472466
Epoch 41: 0.009082157164812088
Epoch 42: 0.007730657700449228
Epoch 43: 0.006327066570520401
Epoch 44: 0.0064171007834374905
Epoch 45: 0.006924774497747421
Epoch 46: 0.004644157364964485
Epoch 47: 0.005804601591080427
Epoch 48: 0.006305165588855743
Epoch 49: 0.007100426591932774
Epoch 50: 0.007672565523535013
Validation Losses:
Epoch 1: 0.04275473813552234
Epoch 2: 0.027144334138232536
Epoch 3: 0.019237371217887374
Epoch 4: 0.01622633626087689
Epoch 5: 0.014452358622198526
Epoch 6: 0.012086125266397013
Epoch 7: 0.012126517622870142
Epoch 8: 0.012734768707237625
Epoch 9: 0.010264851093211154
Epoch 10: 0.01068003229715804
Epoch 11: 0.010498925446653165
Epoch 12: 0.010099842470981621
Epoch 13: 0.009666438150290566
Epoch 14: 0.008879242005432532
Epoch 15: 0.008536708056971773
Epoch 16: 0.00888365032117557
Epoch 17: 0.008284870627479225
Epoch 18: 0.008975261059379095
Epoch 19: 0.008180903407104286
Epoch 20: 0.008605564733856822
Epoch 21: 0.00836341008048464
Epoch 22: 0.007465134094387041
Epoch 23: 0.007242158852335169
Epoch 24: 0.0071426676366671904
Epoch 25: 0.007463950827096149
Epoch 26: 0.006993151048565466
Epoch 27: 0.007433591532141438
Epoch 28: 0.007428408322231945
Epoch 29: 0.007041056585265042
Epoch 30: 0.006890024713937648
Epoch 31: 0.006833469731667887
Epoch 32: 0.006578315597842869
Epoch 33: 0.007073520320696258
Epoch 34: 0.006829938556246703
Epoch 35: 0.006455969977605876
Epoch 36: 0.006980861279834175
Epoch 37: 0.006175750897501335
Epoch 38: 0.006319991326434796
Epoch 39: 0.006155264249663832
Epoch 40: 0.006103308724989482
Epoch 41: 0.005965089193458568
Epoch 42: 0.0061790322960369026
Epoch 43: 0.006043201173906819
Epoch 44: 0.006019162631817747
Epoch 45: 0.0063130912109713964
Epoch 46: 0.005895117060714903
Epoch 47: 0.006047661588532893
Epoch 48: 0.0055956175069954185
Epoch 49: 0.005866947060477939
Epoch 50: 0.005557096040747979

SVM Test Accuracy: 96.74%
