---- Model: cnn_lstm_run_11_rarm ----
Train Losses:
Epoch 1: 0.03960240259766579
Epoch 2: 0.015992319211363792
Epoch 3: 0.015644198283553123
Epoch 4: 0.01585940457880497
Epoch 5: 0.011010635644197464
Epoch 6: 0.00926213338971138
Epoch 7: 0.00936003215610981
Epoch 8: 0.009034664370119572
Epoch 9: 0.010118954814970493
Epoch 10: 0.006917679216712713
Epoch 11: 0.004767181817442179
Epoch 12: 0.007062307558953762
Epoch 13: 0.007081131916493177
Epoch 14: 0.007108187768608332
Epoch 15: 0.005647402256727219
Epoch 16: 0.0075972420163452625
Epoch 17: 0.007396324537694454
Epoch 18: 0.004590176977217197
Epoch 19: 0.005445392802357674
Epoch 20: 0.004285220988094807
Epoch 21: 0.0033133779652416706
Epoch 22: 0.0045744022354483604
Epoch 23: 0.004859187640249729
Epoch 24: 0.006035256665199995
Epoch 25: 0.004803196992725134
Epoch 26: 0.004316363483667374
Epoch 27: 0.0037509293761104345
Epoch 28: 0.0037027904763817787
Epoch 29: 0.004552749451249838
Epoch 30: 0.004190910141915083
Epoch 31: 0.002635332988575101
Epoch 32: 0.004594774451106787
Epoch 33: 0.0032533404882997274
Epoch 34: 0.003450235119089484
Epoch 35: 0.00409759022295475
Epoch 36: 0.0038346489891409874
Epoch 37: 0.0031333575025200844
Epoch 38: 0.0030719132628291845
Epoch 39: 0.0026381986681371927
Epoch 40: 0.0027484402526170015
Epoch 41: 0.0030811901669949293
Epoch 42: 0.004139834549278021
Epoch 43: 0.003121941117569804
Epoch 44: 0.003771210787817836
Epoch 45: 0.003041307907551527
Epoch 46: 0.004187955055385828
Epoch 47: 0.0025847237557172775
Epoch 48: 0.004359849728643894
Epoch 49: 0.00326084834523499
Epoch 50: 0.003025868907570839
Validation Losses:
Epoch 1: 0.038804070257618346
Epoch 2: 0.020897592711079518
Epoch 3: 0.015938565774266455
Epoch 4: 0.013072852738584276
Epoch 5: 0.011028815542553127
Epoch 6: 0.009957155792374625
Epoch 7: 0.00914060082624236
Epoch 8: 0.008976732545568864
Epoch 9: 0.00833784747261025
Epoch 10: 0.007503712880129721
Epoch 11: 0.007042865291958129
Epoch 12: 0.0067755950209642465
Epoch 13: 0.0066834643072367075
Epoch 14: 0.006492927319614999
Epoch 15: 0.006280002311952524
Epoch 16: 0.006177602130131869
Epoch 17: 0.0056704312785221915
Epoch 18: 0.005484051056757705
Epoch 19: 0.005519661193381533
Epoch 20: 0.005301656954699503
Epoch 21: 0.005461142982814878
Epoch 22: 0.005081656398223516
Epoch 23: 0.0052342040092878475
Epoch 24: 0.005047452608629881
Epoch 25: 0.0050017013450876285
Epoch 26: 0.005005013153204565
Epoch 27: 0.004755722316899238
Epoch 28: 0.004680052297780701
Epoch 29: 0.00474996716543762
Epoch 30: 0.004525011351607808
Epoch 31: 0.004390963139237549
Epoch 32: 0.004738693806171147
Epoch 33: 0.004607851368310409
Epoch 34: 0.004530055283250856
Epoch 35: 0.0043015621560330295
Epoch 36: 0.004485855512377269
Epoch 37: 0.004470029490186728
Epoch 38: 0.004419274350172443
Epoch 39: 0.004196018972391899
Epoch 40: 0.00410748786670001
Epoch 41: 0.004041736823678287
Epoch 42: 0.004418690859697466
Epoch 43: 0.004149253156283741
Epoch 44: 0.004031943830062165
Epoch 45: 0.004168226038812015
Epoch 46: 0.004026150377045225
Epoch 47: 0.004039440812329196
Epoch 48: 0.004170424874388019
Epoch 49: 0.0039003531783369013
Epoch 50: 0.0039857808525851305

SVM Test Accuracy: 94.20%
