---- Model: causal_tcn_20e ----
Train Losses:
Epoch 1: 0.00013350549852475524
Epoch 2: 1.8954096958623268e-05
Epoch 3: 0.028575219213962555
Epoch 4: 0.08521516621112823
Epoch 5: 0.039488401263952255
Epoch 6: 0.03143646568059921
Epoch 7: 0.00016544880054425448
Epoch 8: 1.1920928244535389e-07
Epoch 9: 2.112182140350342
Epoch 10: 0.1259235441684723
Epoch 11: 0.0022224506828933954
Epoch 12: 0.23281995952129364
Epoch 13: 0.0037925951182842255
Epoch 14: 0.08658689260482788
Epoch 15: 1.311301275563892e-06
Epoch 16: 6.198863957251888e-06
Epoch 17: 0.0
Epoch 18: 0.0003299168893136084
Epoch 19: 0.0
Epoch 20: 0.0
Validation Losses:
Epoch 1: 0.1019774079322815
Epoch 2: 0.10143275558948517
Epoch 3: 0.2266051173210144
Epoch 4: 0.053009502589702606
Epoch 5: 0.019764507189393044
Epoch 6: 0.3252868056297302
Epoch 7: 0.1261374056339264
Epoch 8: 0.0
Epoch 9: 0.00012158608296886086
Epoch 10: 0.2602713704109192
Epoch 11: 0.01857411488890648
Epoch 12: 0.08734136074781418
Epoch 13: 1.537788011773955e-05
Epoch 14: 7.855583680793643e-05
Epoch 15: 0.45000311732292175
Epoch 16: 0.23104283213615417
Epoch 17: 0.496039479970932
Epoch 18: 2.1457441107486375e-05
Epoch 19: 0.0006225554971024394
Epoch 20: 0.0

