---- Model: MLP_360-64-4 ----
Train Losses:
Epoch 1: 0.33524574687716246
Epoch 2: 0.22634731304632139
Epoch 3: 0.2038617081458512
Epoch 4: 0.18975772835284763
Epoch 5: 0.17838712853055538
Epoch 6: 0.169767199125405
Epoch 7: 0.1631625647248999
Epoch 8: 0.15726601227586223
Epoch 9: 0.15180518660648837
Epoch 10: 0.1491612906145329
Epoch 11: 0.1466090456469013
Epoch 12: 0.13911399824757426
Epoch 13: 0.1382687926148714
Epoch 14: 0.13654096062774018
Epoch 15: 0.1335281549754467
Epoch 16: 0.13118358616358516
Epoch 17: 0.1291706292542078
Epoch 18: 0.12812616180762426
Epoch 19: 0.1250094703371778
Epoch 20: 0.12352424323518456
Epoch 21: 0.12326875478235037
Epoch 22: 0.1196934965772662
Epoch 23: 0.11895215333071252
Epoch 24: 0.11734302721036612
Epoch 25: 0.11752034666776305
Epoch 26: 0.11606890285674483
Validation Losses:
Epoch 1: 0.240026367289246
Epoch 2: 0.21411955079016284
Epoch 3: 0.2060591504953819
Epoch 4: 0.20086501308356094
Epoch 5: 0.1763668031001308
Epoch 6: 0.188339144715548
Epoch 7: 0.16613775901936928
Epoch 8: 0.1603306317809
Epoch 9: 0.16494358078089486
Epoch 10: 0.16752761117555903
Epoch 11: 0.15080939214021838
Epoch 12: 0.1718778557215684
Epoch 13: 0.1467725902478294
Epoch 14: 0.15039173672339812
Epoch 15: 0.17519752619489626
Epoch 16: 0.14297822976612468
Epoch 17: 0.16326478525135943
Epoch 18: 0.14441514851657583
Epoch 19: 0.14345007518615885
Epoch 20: 0.1538069556453826
Epoch 21: 0.14270976436049895
Epoch 22: 0.16720460769933165
Epoch 23: 0.1474732364778884
Epoch 24: 0.153966720523316
Epoch 25: 0.15200680163043426
Epoch 26: 0.14491022728529038

---- Model: MLP_360-64-4 ----
Train Losses:
Epoch 1: 0.33510434535523964
Epoch 2: 0.22826970449347045
Epoch 3: 0.20587908542519345
Epoch 4: 0.1877751583035413
Epoch 5: 0.17824533857296407
Epoch 6: 0.16976670568821636
Epoch 7: 0.16417573414403672
Epoch 8: 0.156012187873607
Epoch 9: 0.1509423167394751
Epoch 10: 0.14979310188187017
Epoch 11: 0.14578935852889488
Epoch 12: 0.14275750772259285
Epoch 13: 0.13820644713820185
Epoch 14: 0.1362076213513328
Epoch 15: 0.13288181262238472
Epoch 16: 0.1304197750694057
Epoch 17: 0.12879218804346346
Epoch 18: 0.12968166810378498
Epoch 19: 0.12659612984910146
Epoch 20: 0.12352229129961752
Epoch 21: 0.12249107643060274
Epoch 22: 0.12102336188248057
Epoch 23: 0.12100985923589531
Epoch 24: 0.11731968274602049
Epoch 25: 0.11820901937231844
Epoch 26: 0.11810841486104655
Epoch 27: 0.11406462943158323
Epoch 28: 0.11318105616126845
Epoch 29: 0.11391914151785242
Epoch 30: 0.11103072218922568
Validation Losses:
Epoch 1: 0.2300578427137771
Epoch 2: 0.19861805568452615
Epoch 3: 0.18529454400783363
Epoch 4: 0.17783848009288392
Epoch 5: 0.15451193330242757
Epoch 6: 0.1486162969096866
Epoch 7: 0.14038427138898626
Epoch 8: 0.14966323518341682
Epoch 9: 0.1311992789785474
Epoch 10: 0.12972608308141287
Epoch 11: 0.1300207970873171
Epoch 12: 0.13689844415990213
Epoch 13: 0.11911584562726663
Epoch 14: 0.12279941211040099
Epoch 15: 0.13236667268999996
Epoch 16: 0.11871162017691321
Epoch 17: 0.1116062582168655
Epoch 18: 0.11827720491746933
Epoch 19: 0.11213545430013527
Epoch 20: 0.11287207037233415
Epoch 21: 0.10582889069762624
Epoch 22: 0.11365305481444903
Epoch 23: 0.10792690400284909
Epoch 24: 0.12835297856186587
Epoch 25: 0.10069296541227443
Epoch 26: 0.10838467847187214
Epoch 27: 0.10691432833740029
Epoch 28: 0.10364698773887877
Epoch 29: 0.10231051741382247
Epoch 30: 0.11243765500463752

