---- Model: cnn_lstm_run_2 ----
Train Losses:
Epoch 1: 0.03889906033873558
Epoch 2: 0.03773138299584389
Epoch 3: 0.01568709686398506
Epoch 4: 0.012321876361966133
Epoch 5: 0.008997884579002857
Epoch 6: 0.012296375818550587
Epoch 7: 0.013216588646173477
Epoch 8: 0.008971823379397392
Epoch 9: 0.009210929274559021
Epoch 10: 0.008732309564948082
Epoch 11: 0.00906213466078043
Epoch 12: 0.009894211776554585
Epoch 13: 0.007040730211883783
Epoch 14: 0.007893933914601803
Epoch 15: 0.007653919514268637
Epoch 16: 0.007298274897038937
Epoch 17: 0.007324818056076765
Epoch 18: 0.005168473813682795
Epoch 19: 0.00619640713557601
Epoch 20: 0.003909500315785408
Epoch 21: 0.007762380409985781
Epoch 22: 0.006870180368423462
Epoch 23: 0.006765033584088087
Epoch 24: 0.006780863273888826
Epoch 25: 0.0061515457928180695
Epoch 26: 0.005726789124310017
Epoch 27: 0.005864182487130165
Epoch 28: 0.006223090924322605
Epoch 29: 0.004258281085640192
Epoch 30: 0.006995206233114004
Epoch 31: 0.0055175223387777805
Epoch 32: 0.006006784271448851
Epoch 33: 0.007913445122539997
Epoch 34: 0.005668868776410818
Epoch 35: 0.006470212247222662
Epoch 36: 0.006298985332250595
Epoch 37: 0.006444892846047878
Epoch 38: 0.007178422063589096
Epoch 39: 0.005151764955371618
Epoch 40: 0.0050161415711045265
Epoch 41: 0.005788797978311777
Epoch 42: 0.0046782889403402805
Epoch 43: 0.00501270079985261
Epoch 44: 0.004821444861590862
Epoch 45: 0.0040192934684455395
Epoch 46: 0.0056067537516355515
Epoch 47: 0.00549301877617836
Epoch 48: 0.005241666920483112
Epoch 49: 0.004907865077257156
Epoch 50: 0.00396433612331748
Validation Losses:
Epoch 1: 0.03185750720354235
Epoch 2: 0.028510598421814113
Epoch 3: 0.014260518406056796
Epoch 4: 0.011281256601180574
Epoch 5: 0.010506559542289764
Epoch 6: 0.0095846156490718
Epoch 7: 0.009565357606922302
Epoch 8: 0.008481528883212864
Epoch 9: 0.008234194396139816
Epoch 10: 0.007835689363671258
Epoch 11: 0.007235019397562358
Epoch 12: 0.0072984963424544405
Epoch 13: 0.006923848184943876
Epoch 14: 0.0073582436445318875
Epoch 15: 0.006651184685717757
Epoch 16: 0.006243915484032233
Epoch 17: 0.0064890299002546056
Epoch 18: 0.005933631670413425
