---- Model: cnn_lstm_run_3_larm ----
Train Losses:
Epoch 1: 0.03846064582467079
Epoch 2: 0.040611155331134796
Epoch 3: 0.04138164222240448
Epoch 4: 0.01881251111626625
Epoch 5: 0.02590060792863369
Epoch 6: 0.02333063818514347
Epoch 7: 0.017804786562919617
Epoch 8: 0.01603149063885212
Epoch 9: 0.01815073937177658
Epoch 10: 0.011593838222324848
Epoch 11: 0.012497063726186752
Epoch 12: 0.012837846763432026
Epoch 13: 0.013836966827511787
Epoch 14: 0.012079895474016666
Epoch 15: 0.010928546078503132
Epoch 16: 0.012082674540579319
Epoch 17: 0.011233452707529068
Epoch 18: 0.012309044599533081
Epoch 19: 0.008192292414605618
Epoch 20: 0.010243326425552368
Epoch 21: 0.008566223084926605
Epoch 22: 0.010796887800097466
Epoch 23: 0.008924782276153564
Epoch 24: 0.0105197848752141
Epoch 25: 0.010313690640032291
Epoch 26: 0.008600950241088867
Epoch 27: 0.008056143298745155
Epoch 28: 0.009591958485543728
Epoch 29: 0.007033413276076317
Epoch 30: 0.01058876421302557
Epoch 31: 0.006396276876330376
Epoch 32: 0.006496570538729429
Epoch 33: 0.010417107492685318
Epoch 34: 0.006876589264720678
Epoch 35: 0.006292646750807762
Epoch 36: 0.0065223947167396545
Epoch 37: 0.009046466089785099
Epoch 38: 0.0062726340256631374
Epoch 39: 0.007863255217671394
Epoch 40: 0.005691901780664921
Epoch 41: 0.0052518704906105995
Epoch 42: 0.0048472462221980095
Epoch 43: 0.008124218322336674
Epoch 44: 0.00644332729279995
Epoch 45: 0.004505672492086887
Epoch 46: 0.008444110862910748
Epoch 47: 0.007048329804092646
Epoch 48: 0.005909302271902561
Epoch 49: 0.005798961967229843
Epoch 50: 0.006118324585258961
Validation Losses:
Epoch 1: 0.042581592919586506
Epoch 2: 0.038844285237781946
Epoch 3: 0.0365312569510043
Epoch 4: 0.027019094326674147
Epoch 5: 0.021755571420807866
Epoch 6: 0.01610678748791855
Epoch 7: 0.015719757466030812
Epoch 8: 0.012889824500206088
Epoch 9: 0.016251448829046833
Epoch 10: 0.012486715911422488
Epoch 11: 0.012030025226758858
Epoch 12: 0.011571900994531549
Epoch 13: 0.010865618718029005
Epoch 14: 0.010617447386359505
Epoch 15: 0.009880612579544841
Epoch 16: 0.00975897826565184
Epoch 17: 0.009531110694053095
Epoch 18: 0.009151550508166203
Epoch 19: 0.008862156278488678
Epoch 20: 0.009032451441261507
Epoch 21: 0.008399734303395759
Epoch 22: 0.00830901518437061
Epoch 23: 0.00856677170881175
Epoch 24: 0.00832159262366746
Epoch 25: 0.008301258051121538
Epoch 26: 0.007792296348659923
Epoch 27: 0.007651747617095781
Epoch 28: 0.007581564800491716
Epoch 29: 0.0077761018957307575
Epoch 30: 0.0073829772763918215
Epoch 31: 0.007703689747955087
Epoch 32: 0.006995534383553332
Epoch 33: 0.007249170392886831
Epoch 34: 0.007570357242105878
Epoch 35: 0.007244986662147916
Epoch 36: 0.006702988879797933
Epoch 37: 0.006779281568331723
Epoch 38: 0.007039764658981504
Epoch 39: 0.007591704750138514
Epoch 40: 0.00658523870188351
Epoch 41: 0.006880334048039824
Epoch 42: 0.006651943792198236
Epoch 43: 0.006434307692115259
Epoch 44: 0.006445794398958335
Epoch 45: 0.006561500459522045
Epoch 46: 0.006311282570143889
Epoch 47: 0.0064786647130006605
Epoch 48: 0.0061824950110842955
Epoch 49: 0.006465031241180494
Epoch 50: 0.006016511199241357

SVM Test Accuracy: 97.49%
