---- Model: cnn_lstm_128_run_6_rarm ----
Train Losses:
Epoch 1: 0.03483828529715538
Epoch 2: 0.020998341962695122
Epoch 3: 0.016017640009522438
Epoch 4: 0.017044657841324806
Epoch 5: 0.012684180401265621
Epoch 6: 0.012097535654902458
Epoch 7: 0.014136170037090778
Epoch 8: 0.009517798200249672
Epoch 9: 0.013958049938082695
Epoch 10: 0.010126346722245216
Epoch 11: 0.00979406014084816
Epoch 12: 0.008552002720534801
Epoch 13: 0.009081541560590267
Epoch 14: 0.0070038228295743465
Epoch 15: 0.010189402848482132
Epoch 16: 0.008106124587357044
Epoch 17: 0.008646653033792973
Epoch 18: 0.009251933544874191
Epoch 19: 0.009001999162137508
Epoch 20: 0.008368891663849354
Epoch 21: 0.00882752612233162
Epoch 22: 0.009652197360992432
Epoch 23: 0.008700432255864143
Epoch 24: 0.009914114139974117
Epoch 25: 0.007481187582015991
Epoch 26: 0.006927529349923134
Epoch 27: 0.007260285317897797
Epoch 28: 0.006911338772624731
Epoch 29: 0.006658345926553011
Epoch 30: 0.007555455435067415
Epoch 31: 0.006565915886312723
Epoch 32: 0.0073493774980306625
Epoch 33: 0.0064817979000508785
Epoch 34: 0.006182525772601366
Epoch 35: 0.006382765248417854
Epoch 36: 0.006758115720003843
Epoch 37: 0.005643604323267937
Epoch 38: 0.007730345707386732
Epoch 39: 0.007217192556709051
Epoch 40: 0.007283089682459831
Epoch 41: 0.004846882540732622
Epoch 42: 0.006943452637642622
Epoch 43: 0.008434231393039227
Epoch 44: 0.007397704292088747
Epoch 45: 0.004485514014959335
Epoch 46: 0.006464358419179916
Epoch 47: 0.0071106706745922565
Epoch 48: 0.005130967125296593
Epoch 49: 0.004723869729787111
Epoch 50: 0.006035597994923592
Validation Losses:
Epoch 1: 0.03876223991824781
Epoch 2: 0.02145960928810327
Epoch 3: 0.016186297679280585
Epoch 4: 0.015331869050185127
Epoch 5: 0.012908358355348204
Epoch 6: 0.011379189828686484
Epoch 7: 0.011314372094263662
Epoch 8: 0.011525537031969995
Epoch 9: 0.011999242951435085
Epoch 10: 0.010014262983963748
Epoch 11: 0.009623177176808483
Epoch 12: 0.009360745311728777
Epoch 13: 0.008800502599208556
Epoch 14: 0.008929961355082307
Epoch 15: 0.008666179246435172
Epoch 16: 0.008286879175086576
Epoch 17: 0.008560656096077217
Epoch 18: 0.007654824026007757
Epoch 19: 0.00806506388142615
Epoch 20: 0.007420965244436462
Epoch 21: 0.007234545649673643
Epoch 22: 0.007269208402769623
Epoch 23: 0.007436652383077721
Epoch 24: 0.007366919560284773
Epoch 25: 0.00720561605588367
Epoch 26: 0.006905529903546201
Epoch 27: 0.006868644967517644
Epoch 28: 0.006689737807520387
Epoch 29: 0.006742689031769952
Epoch 30: 0.006611690827254262
Epoch 31: 0.0063595458018253035
Epoch 32: 0.006311488392681244
Epoch 33: 0.00622845177195426
Epoch 34: 0.006271018317458853
Epoch 35: 0.006082692656812351
Epoch 36: 0.006615421830696191
Epoch 37: 0.0063575250100839625
Epoch 38: 0.005955025384039407
Epoch 39: 0.006081626785699605
Epoch 40: 0.005725366541176044
Epoch 41: 0.005993874338413294
Epoch 42: 0.005627668048522444
Epoch 43: 0.0059496294057103626
Epoch 44: 0.005885265020828053
Epoch 45: 0.005753111617859127
Epoch 46: 0.006046585056626905
Epoch 47: 0.005487453465397804
Epoch 48: 0.005535379313270131
Epoch 49: 0.005429597967655997
Epoch 50: 0.005436918106819208

SVM Test Accuracy: 96.40%
