---- Model: lstm_run_18 ----
Train Losses:
Epoch 1: 0.03260452672839165
Epoch 2: 0.011874061077833176
Epoch 3: 0.01915915124118328
Epoch 4: 0.01115767378360033
Epoch 5: 0.010983512736856937
Epoch 6: 0.011777929030358791
Epoch 7: 0.0077088032849133015
Epoch 8: 0.00782009121030569
Epoch 9: 0.007818508893251419
Epoch 10: 0.006750875618308783
Epoch 11: 0.004905580077320337
Epoch 12: 0.0066564688459038734
Epoch 13: 0.007904314436018467
Epoch 14: 0.007744919043034315
Epoch 15: 0.006169368978589773
Epoch 16: 0.006172285880893469
Epoch 17: 0.008969458751380444
Epoch 18: 0.006701324600726366
Epoch 19: 0.0063649192452430725
Epoch 20: 0.005753844510763884
Epoch 21: 0.00604980019852519
Epoch 22: 0.004551660735160112
Epoch 23: 0.0041103907860815525
Epoch 24: 0.00610822718590498
Epoch 25: 0.00364940264262259
Epoch 26: 0.005396205931901932
Epoch 27: 0.005668408237397671
Epoch 28: 0.005609489977359772
Epoch 29: 0.005168324336409569
Epoch 30: 0.004669799003750086
Epoch 31: 0.0043391454964876175
Epoch 32: 0.005269523244351149
Epoch 33: 0.0046410891227424145
Epoch 34: 0.0042332750745117664
Epoch 35: 0.004138213116675615
Epoch 36: 0.0037238665390759706
Epoch 37: 0.004220107104629278
Epoch 38: 0.005029329098761082
Epoch 39: 0.003791059833019972
Epoch 40: 0.003862745128571987
Epoch 41: 0.003777626436203718
Epoch 42: 0.003925231751054525
Epoch 43: 0.0038617788814008236
Epoch 44: 0.004771044477820396
Epoch 45: 0.005416041240096092
Epoch 46: 0.004783700220286846
Epoch 47: 0.005311023443937302
Epoch 48: 0.004546837881207466
Epoch 49: 0.005193950608372688
Epoch 50: 0.004047694616019726
Validation Losses:
Epoch 1: 0.03110138901579553
Epoch 2: 0.015974187298925708
Epoch 3: 0.017235324674917826
Epoch 4: 0.010618951355194256
Epoch 5: 0.009878216711440539
Epoch 6: 0.008750087901320543
Epoch 7: 0.008216010066566415
Epoch 8: 0.0081369349763447
Epoch 9: 0.0075172988137908675
Epoch 10: 0.0070482302528148775
Epoch 11: 0.006605667355626848
Epoch 12: 0.006481562500445681
Epoch 13: 0.005835075720173597
Epoch 14: 0.0059347791630236756
Epoch 15: 0.005653476981204223
Epoch 16: 0.005854943043955827
Epoch 17: 0.005337162354629449
Epoch 18: 0.005210730494621745
Epoch 19: 0.004873196711572569
Epoch 20: 0.0048819972992241115
Epoch 21: 0.004727607950750911
Epoch 22: 0.004691374034356059
Epoch 23: 0.004582184199818987
Epoch 24: 0.004563134101868272
Epoch 25: 0.004203346631084514
Epoch 26: 0.004415151917736818
Epoch 27: 0.004185694185247159
Epoch 28: 0.004406185199817021
Epoch 29: 0.004206987893205478
Epoch 30: 0.004169585781305568
Epoch 31: 0.003972105592866509
Epoch 32: 0.004263389701248704
Epoch 33: 0.004537050405451241
Epoch 34: 0.003952315399045976
Epoch 35: 0.00388569004798171
Epoch 36: 0.003871332792494172
Epoch 37: 0.003878766993106386
Epoch 38: 0.0037543179732083356
Epoch 39: 0.003778566059476267
Epoch 40: 0.0037122288203673887
Epoch 41: 0.0038272799428325692
Epoch 42: 0.0036238238875661976
Epoch 43: 0.003783718807382558
Epoch 44: 0.0036234703049449406
Epoch 45: 0.0035811704333929125
Epoch 46: 0.003542192788671137
Epoch 47: 0.003436435169652849
Epoch 48: 0.003534992436305717
Epoch 49: 0.003423764190630654
Epoch 50: 0.0034017899337154454

SVM Test Accuracy: 94.55%
