---- Model: noncausal_tcn_20e ----
Train Losses:
Epoch 1: 0.002638789126649499
Epoch 2: 0.016135934740304947
Epoch 3: 0.07983045279979706
Epoch 4: 1.191321849822998
Epoch 5: 0.005157499574124813
Epoch 6: 0.017143631353974342
Epoch 7: 0.0007438276661559939
Epoch 8: 4.529942543740617e-06
Epoch 9: 5.57245397567749
Epoch 10: 0.04308372363448143
Epoch 11: 0.0002727136597968638
Epoch 12: 1.15157949924469
Epoch 13: 0.023619595915079117
Epoch 14: 1.3112935448589269e-05
Epoch 15: 7.033323527139146e-06
Epoch 16: 4.768370445162873e-07
Epoch 17: 0.0
Epoch 18: 0.007668343838304281
Epoch 19: 0.00013815402053296566
Epoch 20: 0.0
Validation Losses:
Epoch 1: 0.04242444783449173
Epoch 2: 0.22268015146255493
Epoch 3: 0.2392435520887375
Epoch 4: 1.5899760723114014
Epoch 5: 0.04741349816322327
Epoch 6: 2.1320252418518066
Epoch 7: 0.44043657183647156
Epoch 8: 0.0
Epoch 9: 5.638440416078083e-05
Epoch 10: 0.17225603759288788
Epoch 11: 4.911301948595792e-05
Epoch 12: 0.39846163988113403
Epoch 13: 3.266281055402942e-05
Epoch 14: 3.957670196541585e-05
Epoch 15: 2.816204309463501
Epoch 16: 0.8684839010238647
Epoch 17: 0.023267459124326706
Epoch 18: 1.1920928244535389e-07
Epoch 19: 0.03714198246598244
Epoch 20: 2.5748875486897305e-05

