Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.000000000,-10.71637,14.15697,-10.21671,1.048562,-0.06030498,0.186686,-30.97853,-23.8699,-21.87906,957.2693
0.024767876,11.82908,11.65214,-10.15535,0.9744254,0.1073752,0.1630403,-30.2466,-23.12849,-23.8126,957.2675
0.027245522,12.44846,11.01136,-9.787169,0.9742758,0.1194925,0.1626423,-30.2466,-23.12849,-23.8126,957.2675
0.037152767,13.8111,9.613317,-8.130371,0.979345,0.1540331,0.1729088,-30.2466,-23.12849,-23.8126,957.2675
0.047060013,13.74916,9.67157,-6.596298,0.9924361,0.1677993,0.1781612,-30.2466,-23.12849,-23.8126,957.2675
0.056966782,12.5104,10.54535,-5.859943,0.9878516,0.1803314,0.174926,-30.62109,-23.12878,-23.8749,957.2672
0.066874027,10.21869,10.77836,-6.228121,0.9880047,0.1769965,0.185946,-30.62109,-23.12878,-23.8749,957.2672
0.076781273,6.812099,11.12787,-6.719024,0.9871347,0.2031336,0.179406,-30.62109,-23.12878,-23.8749,957.2672
0.086688519,2.476436,10.07933,-8.866726,0.9824727,0.1890444,0.1851171,-30.62109,-23.12878,-23.8749,957.2672
0.096595764,-0.3727147,10.42885,-7.762193,0.9702957,0.1752572,0.1736141,-30.62109,-23.12878,-23.8749,957.2693
0.106503010,-2.354732,9.788074,-6.84175,0.971797,0.1670009,0.1673032,-29.86426,-23.87949,-24.26195,957.2693
0.116410255,-3.779308,9.08905,-5.79858,0.9712872,0.1703985,0.1692511,-29.86426,-23.87949,-24.26195,957.2693
0.126317501,-4.460626,8.215271,-5.553129,0.970874,0.1665294,0.1721101,-29.86426,-23.87949,-24.26195,957.2693
0.136225224,-4.33675,7.574499,-4.9395,0.9801259,0.1705282,0.1730115,-29.86426,-23.87949,-24.26195,957.2674
0.146132469,-4.398688,7.632751,-4.571322,0.9792978,0.1691305,0.1859741,-29.86426,-23.87949,-24.26195,957.2674
0.156039715,-4.088998,7.749255,-4.571322,0.9866214,0.1662899,0.1815661,-29.86426,-23.87949,-24.26195,957.2674
0.165946960,-3.283803,7.632751,-4.325871,0.9909149,0.1682404,0.1733766,-29.85941,-24.25408,-24.2608,957.2674
0.175854206,-3.036051,7.341492,-4.448596,0.995795,0.1702479,0.1747854,-29.85941,-24.25408,-24.2608,957.2695
0.185761452,-2.41667,6.933728,-4.387233,0.9933417,0.1697251,0.1733641,-29.85941,-24.25408,-24.2608,957.2695
0.195668697,-1.735352,6.99198,-4.325871,0.990958,0.1687507,0.1781812,-29.85941,-24.25408,-24.2608,957.2695
0.205575943,-1.115971,7.399744,-4.325871,0.9929771,0.1634422,0.1781272,-29.85941,-24.25408,-24.2608,957.2695
0.217959881,-0.5585288,7.516247,-4.203145,0.9884834,0.1691924,0.1758063,-29.17602,-24.25716,-25.03531,957.2676
0.227867603,-0.5585288,7.457995,-3.834968,0.9850377,0.1793814,0.1855092,-29.17602,-24.25716,-25.03531,957.2676
0.237774849,-0.9920952,6.933728,-4.080419,0.9810119,0.1831756,0.1788495,-29.17602,-24.25716,-25.03531,957.2676
0.247682095,-1.425662,6.351208,-4.019056,0.973728,0.1831099,0.183718,-29.17602,-24.25716,-25.03531,957.2676
0.257589340,-2.045042,5.885192,-3.957693,0.9752671,0.1836537,0.1913899,-29.18919,-23.13181,-24.6533,957.2697
0.267496586,-2.230856,5.593933,-4.080419,0.9777781,0.1846944,0.1990561,-29.18919,-23.13181,-24.6533,957.2697
0.277403832,-2.664423,5.652184,-4.325871,0.9846783,0.1809062,0.1999274,-29.18919,-23.13181,-24.6533,957.2697
0.287310600,-2.726361,5.593933,-4.387233,0.9896147,0.1790405,0.2022701,-29.18919,-23.13181,-24.6533,957.2697
0.297217846,-2.974113,5.477429,-4.203145,0.9895924,0.1751265,0.195522,-29.18919,-23.13181,-24.6533,957.2695
0.307125092,-2.850237,5.477429,-4.203145,0.982787,0.1779884,0.2028064,-28.80039,-24.25556,-24.65178,957.2695
0.317032337,-2.602484,5.593933,-3.89633,0.9798774,0.1730862,0.1994396,-28.80039,-24.25556,-24.65178,957.2695
0.326939583,-2.292794,6.1182,-4.509959,0.9682043,0.1778496,0.2111031,-28.80039,-24.25556,-24.65178,957.2695
0.336846829,-1.859228,6.933728,-4.264508,0.9740859,0.1750035,0.2091091,-28.80039,-24.25556,-24.65178,957.2676
0.346754074,-0.8682191,6.70072,-3.650879,0.9747052,0.1599555,0.2042015,-28.80039,-24.25556,-24.65178,957.2676
