Time (s),Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (uT),Magnetometer Y (uT),Magnetometer Z (uT),Barometer (hPa)
0.341856480,20.37653,-4.89142,2.546775,0.9555776,-0.03393691,0.3528961,-44.9447,-14.06732,-36.74252,950.6135
0.351765633,20.62428,-3.37687,3.589944,0.9531821,-0.007848633,0.3406079,-44.9447,-14.06732,-36.74252,950.6135
0.361674309,19.26165,-3.493374,4.264936,0.9377165,0.01180141,0.3336795,-44.25024,-14.81802,-37.12924,950.6135
0.371582985,17.65126,-3.842885,4.019485,0.9328902,0.009821892,0.3375522,-44.25024,-14.81802,-37.12924,950.6135
0.381492138,16.96994,-3.493374,2.914952,0.9323636,0.001015659,0.3235738,-44.25024,-14.81802,-37.12924,950.6134
0.391400814,17.77513,-2.852602,2.546775,0.9409918,-0.03042322,0.3175226,-44.25024,-14.81802,-37.12924,950.6134
0.401309490,18.89002,-3.143862,3.528581,0.943031,-0.03328221,0.3222863,-44.25024,-14.81802,-37.12924,950.6134
0.411218643,18.39451,-2.677846,3.774033,0.9340408,-0.009588251,0.3316503,-44.99253,-15.19111,-36.73873,950.6134
0.421127319,15.97893,-2.21183,4.571751,0.9362581,0.007397122,0.3293422,-44.99253,-15.19111,-36.73873,950.6151
0.431036472,13.19172,-1.163295,5.001291,0.9317603,0.01265735,0.3260577,-44.99253,-15.19111,-36.73873,950.6151
0.440945149,10.09482,-0.3477675,5.860372,0.9328409,0.001991317,0.3235759,-44.99253,-15.19111,-36.73873,950.6151
0.450853825,6.440471,-0.2312636,6.535364,0.9275123,-0.003415845,0.3221487,-44.99253,-15.19111,-36.73873,950.6151
0.460762978,3.715197,-0.1730116,5.921735,0.9348949,-0.01695756,0.3109465,-44.98227,-15.8763,-36.35115,950.6127
0.470671654,3.839073,-0.9885391,4.75584,0.9438846,-0.03235908,0.3112409,-44.98227,-15.8763,-36.35115,950.6127
0.480580330,5.82109,-1.629311,4.264936,0.9582384,-0.04038369,0.3187373,-44.98227,-15.8763,-36.35115,950.6127
0.490489960,6.502409,-1.920571,4.449025,0.9680382,-0.01781143,0.3471264,-44.98227,-15.8763,-36.35115,950.6127
0.502875805,5.759152,-2.270082,6.044461,0.9884369,-0.0088454,0.3441165,-44.98227,-15.8763,-36.35115,950.6086
0.512784481,6.502409,-3.318618,7.455808,0.9844436,-0.009424638,0.3355067,-44.62175,-14.81491,-36.35636,950.6086
0.522693634,6.564347,-3.143862,8.069437,0.9833354,-0.005114415,0.3278631,-44.62175,-14.81491,-36.35636,950.6086
0.532602310,4.272639,-5.18268,8.928517,0.8235944,0.05587902,0.3191833,-44.62175,-14.81491,-36.35636,950.6086
0.542511463,-1.115971,-12.11466,9.603509,0.8985346,-0.01311259,0.2983441,-44.62175,-14.81491,-36.35636,950.6137
0.552420139,-1.425662,-13.39621,6.289912,0.9624498,-0.06798358,0.3156335,-44.62175,-14.81491,-36.35636,950.6137
0.562328815,0.3086039,-10.19235,4.449025,0.9349239,-0.05620637,0.3154863,-45.36266,-15.18643,-35.58038,950.6137
0.572237968,2.848064,-7.804019,2.792227,0.9679791,-0.04174463,0.3133563,-45.36266,-15.18643,-35.58038,950.6137
0.582146644,5.077834,-8.503042,1.687694,0.9159762,-0.03858133,0.3004139,-45.36266,-15.18643,-35.58038,950.6147
0.592055797,6.316595,-14.56125,1.564968,0.9450737,-0.04345641,0.3188385,-45.36266,-15.18643,-35.58038,950.6147
0.601964474,5.449462,-16.36706,2.976315,0.9987066,-0.02139893,0.3295331,-45.36266,-15.18643,-35.58038,950.6147
0.611873150,4.520391,-15.14377,5.983098,1.015804,-0.01143702,0.3395247,-45.35781,-15.56103,-35.57922,950.6147
0.621782780,3.219692,-13.33796,8.130799,0.9949672,-0.02672417,0.3400957,-45.35781,-15.56103,-35.57922,950.6141
0.631691456,3.219692,-12.23117,8.744429,0.9395435,-0.03238316,0.3170428,-45.35781,-15.56103,-35.57922,950.6141
0.641600609,1.671241,-10.42536,7.271719,0.9222214,-0.02929132,0.3004181,-45.35781,-15.56103,-35.57922,950.6141
0.651509285,1.547365,-9.784586,5.614921,0.9422026,-0.04322109,0.277573,-45.35781,-15.56103,-35.57922,950.6141
0.661417961,2.476436,-9.31857,4.264936,0.924408,-0.02500483,0.2802598,-45.73531,-15.18463,-35.12872,950.6151
0.671327114,2.104807,-9.376822,2.546775,0.9324181,-0.02871213,0.2940856,-45.73531,-15.18463,-35.12872,950.6151
0.681235790,2.35256,-10.07585,2.792227,0.9874125,-0.03424767,0.3098655,-45.73531,-15.18463,-35.12872,950.6151
0.691144466,3.405506,-8.794302,3.71267,0.9672636,-0.02235645,0.3139723,-45.73531,-15.18463,-35.12872,950.6151
0.701053619,3.467444,-7.745767,3.099041,0.9461008,-0.009520516,0.315694,-45.73531,-15.18463,-35.12872,950.6161
0.710962295,3.157754,-7.804019,2.485412,0.9350618,-0.03052921,0.3113347,-45.73255,-15.18149,-34.35779,950.6161
0.720871448,4.086825,-8.561295,1.749057,0.9495448,-0.0555598,0.3115142,-45.73255,-15.18149,-34.35779,950.6161
0.730780125,6.502409,-9.60983,2.730864,0.9706577,-0.06256802,0.3117524,-45.73255,-15.18149,-34.35779,950.6161
0.740688801,7.183728,-8.910807,4.203574,1.001823,-0.04663287,0.3178124,-45.73255,-15.18149,-34.35779,950.6169
0.750597954,7.493418,-7.396255,5.921735,0.9865444,-0.04054429,0.3131927,-45.73255,-15.18149,-34.35779,950.6169
0.760506630,9.227683,-7.454507,7.639896,0.9430703,-0.02863204,0.2839043,-46.80127,-14.43082,-33.96911,950.6169
0.772893429,10.59032,-8.328286,5.921735,0.9426731,-0.06736647,0.2951737,-46.80127,-14.43082,-33.96911,950.6169
0.782802105,9.351559,-8.910807,6.044461,0.9639721,-0.005994003,0.2982665,-46.80127,-14.43082,-33.96911,950.6156
0.792710781,7.121789,-8.270035,5.308106,0.9869531,-0.01351114,0.2893611,-46.80127,-14.43082,-33.96911,950.6156
0.802619934,5.449462,-6.34772,4.387662,0.9797854,-0.02083335,0.2970611,-46.80127,-14.43082,-33.96911,950.6156
0.812528610,4.582329,-4.949672,3.651307,0.9679142,-0.04909551,0.2984231,-46.48316,-14.80382,-33.58411,950.6156
0.822437763,4.458453,-4.541909,3.896759,0.9770824,-0.04221342,0.2945429,-46.48316,-14.80382,-33.58411,950.6201
0.832346439,4.272639,-4.658412,4.264936,0.9589641,-0.04196605,0.2923113,-46.48316,-14.80382,-33.58411,950.6201
0.842255115,4.768144,-5.240932,4.326299,0.9632602,-0.03611172,0.2889495,-46.48316,-14.80382,-33.58411,950.6201
0.852164268,5.82109,-7.221499,3.774033,0.9557153,-0.02753258,0.2785129,-46.48316,-14.80382,-33.58411,950.6201
0.862072945,6.440471,-6.813735,3.71267,0.9925061,-0.03432865,0.2819687,-46.78534,-15.55304,-33.58018,950.6205
0.871982574,7.74117,-4.308901,4.387662,0.979358,-0.03300256,0.2888213,-46.78534,-15.55304,-33.58018,950.6205
0.881891251,8.422488,-1.920571,5.492195,0.9764084,-0.0374378,0.2820968,-46.78534,-15.55304,-33.58018,950.6205
0.891799450,9.28962,0.1182482,5.676283,0.9769021,-0.04279503,0.2762946,-46.78534,-15.55304,-33.58018,950.6205
0.901709080,9.909001,1.108532,5.062654,0.9684529,-0.03955567,0.2667912,-46.78534,-15.55304,-33.58018,950.6209
0.911617756,8.979931,1.108532,5.676283,0.9596298,-0.03479921,0.2702656,-47.16307,-15.1769,-33.19392,950.6209
0.921526909,7.74117,-0.2312636,4.75584,0.9826639,-0.04180098,0.267125,-47.16307,-15.1769,-33.19392,950.6209
0.931435585,7.307604,-3.609878,5.553557,0.9791742,-0.0423665,0.2599511,-47.16307,-15.1769,-33.19392,950.6209
0.941344261,6.440471,-5.124428,7.333082,0.9880325,-0.03686078,0.2719098,-47.16307,-15.1769,-33.19392,950.6234
0.951253414,4.706205,-4.134145,8.56034,0.9924483,-0.04021242,0.2694459,-47.16307,-15.1769,-33.19392,950.6234
0.961162090,4.582329,-2.270082,9.296695,0.9999174,-0.03956264,0.2833057,-47.54404,-14.42434,-32.3591,950.6234
0.971071243,3.343568,0.46776,8.56034,0.983914,-0.01994416,0.2715805,-47.54404,-14.42434,-32.3591,950.6234
0.980979919,0.5563561,4.60365,7.701259,0.9735482,-0.0245138,0.256761,-47.54404,-14.42434,-32.3591,950.6237
0.990888596,-0.4346527,5.535681,5.983098,0.9746453,-0.04151272,0.2484749,-47.54404,-14.42434,-32.3591,950.6237
1.000797749,0.1227897,4.312389,5.369469,0.9597087,-0.05914842,0.2494559,-47.54404,-14.42434,-32.3591,950.6237
1.010706425,2.538374,0.6425158,6.351275,0.9691837,-0.06186282,0.264235,-47.53919,-14.79894,-32.35795,950.6237
1.020616055,4.024887,-0.9302871,7.639896,0.9995505,-0.04731011,0.2861384,-47.53919,-14.79894,-32.35795,950.6236
1.030524731,5.387524,-0.05650773,7.333082,0.9908628,-0.05223932,0.2914677,-47.53919,-14.79894,-32.35795,950.6236
1.042910576,5.573338,1.807555,5.492195,0.9798629,-0.03640278,0.2863932,-47.53919,-14.79894,-32.35795,950.6236
1.052819729,4.086825,2.972594,3.835396,0.954877,-0.03674051,0.2813403,-47.53919,-14.79894,-32.35795,950.6236
1.062728405,2.786126,2.157067,2.178597,0.9491584,-0.04795597,0.2827589,-46.79205,-14.80045,-32.74731,950.6261
1.072637558,2.724188,1.691051,0.3377102,0.9680464,-0.05439257,0.3051088,-46.79205,-14.80045,-32.74731,950.6261
1.082546234,2.848064,1.749303,-0.8281851,0.9926236,-0.05499483,0.3168814,-46.79205,-14.80045,-32.74731,950.6261
1.092455387,2.600312,3.904626,-1.503177,0.9893137,-0.05741799,0.3250586,-46.79205,-14.80045,-32.74731,950.6261
1.102364063,1.857055,4.894909,-2.116806,0.9560407,-0.06809056,0.3104103,-46.79205,-14.80045,-32.74731,950.6242
1.112272739,1.857055,3.14735,-2.484983,0.9138071,-0.1026104,0.3000074,-47.9183,-14.42437,-32.35716,950.6242
1.122182369,2.786126,1.399791,-1.748629,0.9337863,-0.08873629,0.3095183,-47.9183,-14.42437,-32.35716,950.6242
1.132091045,2.848064,1.341539,-0.2759189,0.9442351,-0.07656694,0.2936575,-47.9183,-14.42437,-32.35716,950.6242
1.142000198,3.529382,2.273571,0.460436,0.9339711,-0.06986406,0.3019598,-47.9183,-14.42437,-32.35716,950.6226
1.151908875,3.653259,3.904626,0.3990731,0.9357672,-0.05772759,0.3005835,-47.9183,-14.42437,-32.35716,950.6226
1.161817551,5.139772,4.487145,0.1536215,0.9374813,-0.06977569,0.3105707,-47.54057,-14.80051,-32.74342,950.6226
1.171726704,6.874037,3.263854,0.460436,0.9426366,-0.05275133,0.3087159,-47.54057,-14.80051,-32.74342,950.6226
1.181635380,8.112798,2.797838,0.03089567,0.9444709,-0.05083883,0.2991084,-47.54057,-14.80051,-32.74342,950.6223
1.191544533,9.28962,1.516295,-0.8281851,0.9355673,-0.04222186,0.2992482,-47.54057,-14.80051,-32.74342,950.6223
1.201453209,8.979931,-0.05650773,-1.257725,0.9358597,-0.02865943,0.2959747,-47.54057,-14.80051,-32.74342,950.6223
1.211362362,8.112798,0.001744238,-1.809992,0.9279427,-0.03026957,0.2849936,-47.17116,-14.42588,-32.74652,950.6223
1.221271038,6.440471,1.341539,-2.362258,0.9207824,-0.03905126,0.2917235,-47.17116,-14.42588,-32.74652,950.6223
1.231179714,4.830081,1.574547,-2.116806,0.9287597,-0.04619032,0.2983244,-47.17116,-14.42588,-32.74652,950.6204
1.241088867,2.724188,1.924059,-1.135,0.9383286,-0.03398217,0.2920752,-47.17116,-14.42588,-32.74652,950.6204
1.250997543,0.3705419,2.215319,-0.1531931,0.9495225,-0.02801479,0.2939321,-47.17116,-14.42588,-32.74652,950.6204
1.260907173,-1.549538,1.807555,-0.214556,0.9510238,-0.02553949,0.3001767,-47.23376,-14.42615,-32.81044,950.6204
1.270815849,-2.602484,1.283287,-0.2759189,0.9652106,-0.01999244,0.3072849,-47.23376,-14.42615,-32.81044,950.6206
1.280725002,-2.850237,2.448327,-1.196362,0.9521524,-0.03569271,0.3029796,-47.23376,-14.42615,-32.81044,950.6206
1.290633679,-1.79729,2.157067,-2.423621,0.9398013,-0.05810266,0.3120675,-47.23376,-14.42615,-32.81044,950.6206
1.300542355,-0.806281,2.797838,-2.669072,0.9411432,-0.04351518,0.3169539,-47.23376,-14.42615,-32.81044,950.6206
1.312928677,1.423489,0.409508,-3.405427,0.9256158,-0.06169779,0.3073732,-46.85305,-14.79888,-32.36152,950.6222
1.322837353,2.042869,-1.046791,-3.03725,0.9535105,-0.05597052,0.3162763,-46.85305,-14.79888,-32.36152,950.6222
1.332746983,3.28163,0.409508,-2.178169,0.9714912,-0.04799679,0.3147227,-46.85305,-14.79888,-32.36152,950.6222
1.342655182,3.28163,2.273571,-1.196362,0.9709293,-0.04023599,0.3167002,-46.85305,-14.79888,-32.36152,950.62
1.352563858,1.361551,4.836657,0.2149844,0.9814321,-0.02559937,0.3090181,-47.5408,-14.80077,-32.80766,950.62
1.362473488,-1.79729,8.098766,1.319517,0.992295,-0.004682399,0.2960927,-47.5408,-14.80077,-32.80766,950.62
1.372382164,-6.380706,12.93368,1.994509,1.011777,0.01113248,0.3070616,-47.5408,-14.80077,-32.80766,950.62
1.382291317,-11.39769,17.94335,2.853589,1.008347,0.01791529,0.3143408,-47.5408,-14.80077,-32.80766,950.6198
1.392199993,-16.41467,21.78798,3.037678,0.9819878,0.001510217,0.2995904,-47.5408,-14.80077,-32.80766,950.6198
1.402109146,-20.75033,23.36078,3.037678,0.9668558,-0.003056454,0.2968189,-46.85395,-15.18002,-33.96648,950.6198
1.412017822,-23.28979,23.36078,2.055871,0.9374357,-0.02419399,0.3118351,-46.85395,-15.18002,-33.96648,950.6198
1.421926499,-25.5815,19.86566,1.074065,0.9025249,-0.06106712,0.2975076,-46.85395,-15.18002,-33.96648,950.6198
1.431835651,-25.14794,15.14725,-0.09183015,0.8969368,-0.07660495,0.3065788,-46.85395,-15.18002,-33.96648,950.6176
1.441744328,-22.54654,10.72011,-0.8895479,0.9312623,-0.06393011,0.3308338,-46.85395,-15.18002,-33.96648,950.6176
1.451653481,-20.00708,10.13759,-1.257725,0.9478635,-0.05007555,0.3446972,-46.86525,-14.43265,-34.4185,950.6176
1.461562157,-18.45863,9.030798,-1.257725,0.9685947,-0.01191651,0.3606049,-46.86525,-14.43265,-34.4185,950.6176
1.471471787,-17.34374,9.67157,-1.135,0.9789472,-0.02150013,0.3575644,-46.86525,-14.43265,-34.4185,950.6208
1.481380463,-17.09599,10.89486,-0.214556,0.9776485,0.001247513,0.3529263,-46.86525,-14.43265,-34.4185,950.6208
1.491289616,-19.51157,12.11815,-0.214556,0.975982,0.006003336,0.3390489,-46.86525,-14.43265,-34.4185,950.6208
1.501198292,-23.16592,11.53563,-0.1531931,0.9319687,-0.004795189,0.3259395,-46.87771,-13.6866,-35.19174,950.6208
1.511106968,-28.86422,8.623034,1.626331,0.887289,-0.03837074,0.3165259,-46.87771,-13.6866,-35.19174,950.6203
1.521016121,-31.96112,3.555114,0.1536215,0.9149112,-0.091313,0.3255209,-46.87771,-13.6866,-35.19174,950.6203
1.530924797,-33.26182,1.05028,0.3377102,0.9392315,-0.103508,0.3463417,-46.87771,-13.6866,-35.19174,950.6203
1.540833950,-33.94314,2.215319,-0.03046724,0.9640437,-0.1254513,0.3560493,-46.87771,-13.6866,-35.19174,950.6203
1.550742626,-32.5805,5.477429,-1.871354,0.9805797,-0.1635776,0.3503607,-45.37881,-14.06448,-36.03355,950.6235
1.560651779,-28.98809,8.506531,-0.8895479,0.983942,-0.1469808,0.3638846,-45.37881,-14.06448,-36.03355,950.6235
1.570560455,-24.83825,10.72011,-1.319088,0.9811883,-0.1198551,0.3655312,-45.37881,-14.06448,-36.03355,950.6235
1.580469131,-20.13095,11.30262,-1.748629,0.9610949,-0.09891487,0.3380074,-45.37881,-14.06448,-36.03355,950.6235
1.592855930,-14.1849,8.273522,-1.135,0.9168123,-0.08302431,0.3298799,-45.37881,-14.06448,-36.03355,950.6213
1.602764606,-11.70738,4.60365,-0.8895479,0.9062945,-0.08693688,0.3486773,-46.14349,-12.94258,-36.48283,950.6213
1.612673759,-8.982104,2.623082,0.1536215,0.915649,-0.112153,0.3253752,-46.14349,-12.94258,-36.48283,950.6213
1.622582436,-5.389697,2.331823,-0.5213705,0.9460675,-0.1097686,0.3380741,-46.14349,-12.94258,-36.48283,950.6213
1.632491589,-1.301785,2.739586,-0.7054592,0.9439304,-0.1169562,0.3596531,-46.14349,-12.94258,-36.48283,950.6192
1.642400265,2.228683,2.448327,-0.9509109,0.9431829,-0.1068529,0.3462828,-46.14349,-12.94258,-36.48283,950.6192
1.652308941,8.236674,0.6425158,-2.116806,0.9558823,-0.1247496,0.3239589,-44.66722,-11.44565,-36.88071,950.6192
1.662218094,5.5114,1.691051,-3.03725,0.9479098,-0.05931975,0.3383931,-44.66722,-11.44565,-36.88071,950.6192
1.672126770,2.600312,2.972594,-1.625903,0.9369949,-0.03904872,0.3467918,-44.66722,-11.44565,-36.88071,950.6183
1.682036400,-1.239847,2.623082,-0.7054592,0.9339224,-0.02988938,0.3440003,-44.66722,-11.44565,-36.88071,950.6183
1.691945076,-5.389697,2.157067,-0.214556,0.9422651,-0.03123288,0.3453546,-44.66722,-11.44565,-36.88071,950.6183
1.701854229,-8.424662,2.448327,0.3990731,0.948811,-0.04959135,0.3422908,-45.41089,-11.8203,-36.87566,950.6183
1.711762905,-10.96412,3.205602,0.7672505,0.9511275,-0.07279381,0.3502775,-45.41089,-11.8203,-36.87566,950.6178
1.721672058,-11.52156,3.788122,1.012702,0.9469392,-0.08932377,0.3516467,-45.41089,-11.8203,-36.87566,950.6178
1.731580734,-11.21187,3.962878,1.196791,0.9386486,-0.09234341,0.3502627,-45.41089,-11.8203,-36.87566,950.6178
1.741489410,-10.2828,3.43861,1.196791,0.9263251,-0.08767023,0.3460864,-45.41089,-11.8203,-36.87566,950.6178
1.751398563,-9.291795,2.273571,1.135428,0.9340609,-0.08078852,0.3455805,-45.79138,-11.4473,-37.26033,950.6173
1.761307239,-8.858228,1.399791,1.135428,0.9397314,-0.07545172,0.3325994,-45.79138,-11.4473,-37.26033,950.6173
1.771216392,-8.858228,0.9337757,1.442243,0.9436218,-0.06956013,0.3374042,-45.79138,-11.4473,-37.26033,950.6173
1.781125069,-9.601485,1.05028,2.178597,0.9426223,-0.07104705,0.3335623,-45.79138,-11.4473,-37.26033,950.6173
1.791034698,-11.21187,1.458043,2.23996,0.9421881,-0.0661466,0.3446426,-45.79138,-11.4473,-37.26033,950.6183
1.800942898,-13.00808,1.632799,2.608138,0.9324265,-0.06674775,0.3456892,-45.04771,-11.07265,-37.26538,950.6183
1.810852528,-15.05203,1.458043,2.608138,0.9329932,-0.07450601,0.3441918,-45.04771,-11.07265,-37.26538,950.6183
1.820761204,-16.16692,0.9337757,2.669501,0.9300908,-0.08330692,0.3369576,-45.04771,-11.07265,-37.26538,950.6183
1.830670357,-16.66242,0.2347521,2.485412,0.9359061,-0.0847241,0.3301722,-45.04771,-11.07265,-37.26538,950.6178
1.840579033,-16.35273,-0.2895156,2.117234,0.9375418,-0.09144711,0.3387551,-45.04771,-11.07265,-37.26538,950.6178
1.850487709,-15.91917,-1.105043,1.564968,0.937032,-0.08804945,0.3407031,-45.79922,-11.07611,-38.09667,950.6178
1.862874031,-15.29979,-2.153579,0.6445247,0.9281967,-0.07939681,0.3475647,-45.79922,-11.07611,-38.09667,950.6178
1.872782707,-14.6804,-2.79435,0.09225857,0.9237169,-0.07315171,0.3471676,-45.79922,-11.07611,-38.09667,950.615
1.882692337,-14.30878,-3.609878,-0.3372818,0.9154377,-0.07177508,0.3520549,-45.79922,-11.07611,-38.09667,950.615
1.892601013,-13.75133,-3.959389,-0.7668222,0.9189088,-0.07707294,0.350547,-45.79922,-11.07611,-38.09667,950.615
1.902510166,-13.07002,-4.250649,-0.7054592,0.9235469,-0.09201629,0.3561665,-45.06929,-9.6401,-38.10498,950.615
1.912418842,-12.32676,-4.075893,-0.2759189,0.9215646,-0.08815206,0.3581312,-45.06929,-9.6401,-38.10498,950.6142
1.922327995,-11.76932,-3.959389,0.09225857,0.9191167,-0.08623305,0.3600872,-45.06929,-9.6401,-38.10498,950.6142
1.932236671,-11.5835,-4.192397,0.460436,0.9165004,-0.06732847,0.3655191,-45.06929,-9.6401,-38.10498,950.6142
1.942145348,-11.89319,-4.483657,0.3990731,0.9138532,-0.05819617,0.3564814,-45.06929,-9.6401,-38.10498,950.6142
1.952054501,-12.3887,-4.949672,0.09225857,0.9109257,-0.0587174,0.356505,-45.43869,-10.01472,-38.10188,950.6137
1.961963177,-12.76033,-5.240932,-0.2759189,0.9114101,-0.06164047,0.3526398,-45.43869,-10.01472,-38.10188,950.6137
1.971872330,-13.62746,-5.357436,-0.5827335,0.915688,-0.05921026,0.3434934,-45.43869,-10.01472,-38.10188,950.6137
1.981781006,-14.1849,-5.823452,-0.5213705,0.9225784,-0.06300358,0.3434044,-45.43869,-10.01472,-38.10188,950.6137
1.991690636,-15.23785,-6.05646,-0.2759189,0.9231127,-0.06102267,0.3501349,-45.43869,-10.01472,-38.10188,950.6133
2.001599312,-16.35273,-5.532192,0.2763473,0.9170932,-0.05239475,0.3454465,-45.44678,-9.263703,-37.65448,950.6133
2.011508465,-17.71537,-4.949672,0.460436,0.9157383,-0.05723286,0.3507085,-45.44678,-9.263703,-37.65448,950.6133
2.021417141,-19.07801,-4.600161,0.8899763,0.9187485,-0.06447342,0.3496721,-45.44678,-9.263703,-37.65448,950.6133
2.031326294,-19.57351,-4.774917,0.9513392,0.9325689,-0.07496629,0.3499546,-45.44678,-9.263703,-37.65448,950.6101
2.041234970,-19.51157,-4.89142,1.012702,0.9317101,-0.08906291,0.345067,-45.44678,-9.263703,-37.65448,950.6101
2.051144123,-18.95413,-4.833169,0.8899763,0.9321607,-0.0949304,0.3344603,-45.44541,-9.262135,-37.26901,950.6101
2.061052799,-18.52057,-4.833169,0.5831618,0.9340498,-0.08811136,0.3359287,-45.44541,-9.262135,-37.26901,950.6101
2.070961475,-18.33475,-5.007925,0.9513392,0.9361091,-0.09388675,0.3392323,-45.44541,-9.262135,-37.26901,950.6147
2.080870628,-18.5825,-5.415688,0.6445247,0.9360031,-0.08955164,0.3339804,-45.44541,-9.262135,-37.26901,950.6147
2.090779305,-19.32576,-5.590444,0.2149844,0.9434229,-0.09673245,0.3338639,-45.44541,-9.262135,-37.26901,950.6147
2.100688934,-19.94514,-5.706948,-0.4600076,0.9424403,-0.09674715,0.3333928,-46.19878,-8.887599,-37.26627,950.6147
2.110597610,-20.44064,-5.357436,-1.012274,0.9421304,-0.1088552,0.3366761,-46.19878,-8.887599,-37.26627,950.6136
2.120506763,-20.50258,-5.299184,-1.135,0.9392622,-0.1122725,0.3390806,-46.19878,-8.887599,-37.26627,950.6136
